title,year,km,currency,price,location,link,ratio,model,type
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2013,65000,U$S,27500,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-911019090-bmw-serie-1-25-135i-coupe-sportive-306cv-2013-_JM#position=36&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"1,13",135,i
Bmw Serie 3 2.0 320d Active Stept,2006,167500,U$S,10645,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920896708-bmw-serie-3-20-320d-active-stept-touring-_JM#position=10&search_layout=grid&type=item&tracking_id=588cfcd6-e721-471f-982b-d86e5dbdacf6,"1,13",320,d
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,2009,76000,U$S,23500,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921626377-bmw-serie-3-30-335i-coupe-sportive-306cv-2009-_JM#position=11&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"1,12",335,i
Bmw Serie 3 3.0 335i Coupe Sportive At 306cv,2010,71500,U$S,25000,Tres de febrero - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-919251441-bmw-serie-3-30-335i-coupe-sportive-at-306cv-2010-_JM#position=14&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"1,12",335,i
Bmw X1 2.0 Sdrive 20i Sportline 192cv,2017,52000,U$S,34500,General Pedernera - San Luis,https://auto.mercadolibre.com.ar/MLA-916244153-bmw-x1-20-sdrive-20i-sportline-192cv-2017-_JM#position=46&search_layout=grid&type=item&tracking_id=7053c39e-55a8-43c4-b9dc-291bcd50cf7e,"1,12",,
Bmw Serie 3 2.0 320i Sedan Executive,2010,118000,U$S,15161,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913503877-bmw-serie-3-20-320i-sedan-executive-2010-_JM#position=25&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"1,12",320,i
Bmw Serie 5 2.5 525i 2.5,2002,140000,U$S,12741,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-905125061-bmw-serie-5-25-525i-25-2002-_JM#position=6&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"1,12",525,i
Bmw Serie 3 2.5 325ti Compact Active,2005,149000,U$S,12000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919085359-bmw-serie-3-25-325ti-serie-m-_JM#position=9&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"1,12",,
Bmw X1 2.0 Xdrive 20d Executive 177cv,2012,127000,U$S,14129,General Rodríguez - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-917043234-bmw-x1-20-xdrive-20d-executive-177cv-2012-_JM#position=30&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"1,12",,
Bmw X1 2.0 Sdrive 25i Xline 231cv,2018,45000,U$S,40000,Mendoza - Mendoza,https://auto.mercadolibre.com.ar/MLA-916745809-bmw-x1-20-sdrive-25i-xline-231cv-2018-_JM#position=14&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"1,12",,
Bmw Serie M 3.0 M2,2018,20000,U$S,90000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-910723523-bmw-m2-_JM#position=24&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,12",,
Bmw X1 2.0 Sdrive 25i Xline 231cv,2017,45000,U$S,40000,Alta Gracia - Córdoba,https://auto.mercadolibre.com.ar/MLA-921234341-bmw-x1-25i-xdrive-2017-_JM#position=36&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"1,12",,
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2012,75457,U$S,23806,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916740633-bmw-serie-1-25-135i-coupe-sportive-165490-c-_JM#position=10&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,12",135,i
Bmw Serie 3 2.0 328i Luxury 245cv Automática,2015,60000,U$S,30000,Mendoza - Mendoza,https://auto.mercadolibre.com.ar/MLA-918832308-bmw-serie-3-2015-20-328i-luxury-245cv-automatica-_JM#position=26&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"1,12",328,i
Bmw Serie 5 3.0 535ia Executive 306cv,2013,60000,U$S,30000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913385672-bmw-535i-pack-m-_JM#position=44&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,12",535,i
Bmw Serie 3 320,2013,80000,U$S,22500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918953870-bmw-serie-3-20-320i-sedan-184cv-_JM#position=12&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"1,12",,
Bmw Serie 3 2.0 320i Sedan 184cv,2013,100000,U$S,18000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918137371-bmw-serie-3-20-320i-sedan-184cv-2013-caja-manual-_JM#position=11&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"1,12",320,i
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2013,60000,U$S,30000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-908882511-bmw-135i-coupe-sportive-306cv-caja-automatica-_JM#position=40&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,12",135,i
Bmw Serie 3 2.5 323i Active,2000,201000,U$S,8900,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914025797-bmw-serie-3-25-323i-active-2000-_JM#position=47&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"1,12",323,i
Bmw X3 2.5 2.5si Selective Stept,2006,228000,U$S,7870,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913741320-bmw-x3-25-i-selective-steptron-_JM#position=43&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"1,12",,
Bmw Serie 3 3.0 335i Coupe Sportive At 306cv,2012,75000,U$S,23999,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-903074386-bmw-serie-3-30-335i-coupe-sportive-at-306cv-2012-tomas-bord-_JM#position=30&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"1,12",335,i
Bmw Serie 1 1.6 116i Active 115cv,2011,180000,U$S,10000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918262946-bmw-serie-1-16-116i-active-115cv-2011-_JM#position=40&search_layout=grid&type=item&tracking_id=4c7d1cd4-42b3-4cc2-95c5-2d8ecca0f372,"1,12",116,i
Bmw X6 4.4 Xdrive 50i M Package 449cv,2017,13900,U$S,129900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-903105756-bmw-x6-m-2017-575-cv-13900-km-_JM#position=33&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"1,12",,
Bmw Serie 3 2.5 325i Sedan Executive Manual,2009,136000,U$S,13225,Villa María - Córdoba,https://auto.mercadolibre.com.ar/MLA-918841357-bmw-serie-3-25-325i-sedan-executive-manual-2009-_JM#position=45&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"1,12",325,i
Bmw X5 4.4 Xdrive 50i 449cv Security,2018,13000,U$S,139000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-905155764-bmw-x5-2018-44-xdrive-50i-449cv-security-2018-blindada-_JM#position=30&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"1,12",,
Bmw Serie 3 2.0 320i Sedan Active,2009,150000,U$S,12000,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-870677738-bmw-serie-3-23-323i-sedan-active-2009-_JM#position=5&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"1,12",320,i
Bmw Serie 3 2.5 323i Sedan Active,2009,150000,U$S,12000,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-899471604-bmw-serie-3-25-323i-sedan-active-2009-_JM#position=9&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"1,12",323,i
Bmw Serie 3 2.5 323i Sedan Active,2009,150000,U$S,12000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-897707465-bmw-serie-3-2009-_JM#position=18&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"1,12",323,i
Bmw Serie 3 2.0 320i Sedan 184cv,2014,100000,U$S,18064,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-909918702-bmw-320-i-2014-_JM#position=39&search_layout=grid&type=item&tracking_id=fb8742ea-fdfa-4447-b6b8-63e728ce897e,"1,11",320,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,80000,U$S,22580,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-910294684-bmw-serie-3-20-328i-sedan-sport-245cv-_JM#position=36&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"1,11",328,i
Bmw Serie 3 2.5 325i Sedan Executive,2011,94000,U$S,19200,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920372135-bmw-325i-2011-mt-malek-fara-_JM#position=13&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"1,11",325,i
Bmw X1 25i Xdrive Xline,2017,51000,U$S,35500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918027600-bmw-x1-_JM#position=33&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"1,11",,
Bmw Serie 1 1.6 120i Active 177cv,2016,85000,U$S,21290,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-908748072-bmw-serie-1-16-120i-active-177cv-2016-_JM#position=34&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,11",120,i
Bmw Serie 1 1.6 118i Sport 170cv,2013,100400,U$S,18000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-921635713-bmw-serie-1-16-118i-sport-170cv-2013-_JM#position=37&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"1,11",118,i
Bmw Serie 3 2.5 325i Coupe Executive Stept,2011,92600,U$S,19500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920838358-bmw-325-i-lci-2011-_JM#position=16&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"1,11",325,i
Bmw Serie 2 3.0 240i M Package,2018,33000,U$S,55000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914957080-bmw-m-240i-2018-gpdevoto-_JM#position=39&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"1,11",240,i
Bmw Serie 1 1.6 120i Sport Line 177cv,2016,65000,U$S,27900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918980878-bmw-120i-sport-_JM#position=34&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"1,11",120,i
Bmw Serie 1 1.6 120i M Package 177cv,2016,55000,U$S,33000,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-904403020-bmw-120i-m-package-177cv-2016-_JM#position=34&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"1,11",120,i
Bmw Serie 3 2.0 320i Sedan Executive,2011,130000,U$S,13935,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918535986-bmw-320i-executive-4p-automatico-2011-rpm-moviles-_JM#position=1&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,11",320,i
Bmw Serie 1 1.6 118i Sport 170cv,2013,97000,U$S,18700,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-882052953-bmw-serie-1-16-118i-sport-170cv-2013-_JM#position=42&search_layout=grid&type=item&tracking_id=7053c39e-55a8-43c4-b9dc-291bcd50cf7e,"1,11",118,i
Bmw Serie 1 2.5 125i Coupe Sport,2010,106000,U$S,17096,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918687855-bmw-serie-1-25-125i-coupe-sport-2010-_JM#position=41&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"1,11",125,i
Bmw X6 X6 M,2017,14000,U$S,129900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-901053501-bmw-x6-m-575-cv-2017-14000-km-_JM#position=40&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"1,11",,
Bmw Serie 1 120i,2017,70000,U$S,26000,Godoy Cruz - Mendoza,https://auto.mercadolibre.com.ar/MLA-916746505-bmw-serie-1-120i-_JM#position=37&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"1,11",120,i
Bmw X4 3.0 I,2020,19243,U$S,94900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-910101442-bmw-x4-30i-x-drive-2020-_JM#position=29&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"1,11",,
Bmw Serie 3 2.0 320i Sedan 184cv,2013,99000,U$S,18387,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-910465222-bmw-320i-_JM#position=2&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,11",320,i
Bmw Serie 3 2.5 325i Sedan Xdrive,2010,129900,U$S,14000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913503439-bmw-325i-xdrive-_JM#position=10&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"1,11",325,i
Bmw Serie 2 2.0 220i Sport Line 184cv,2017,50000,U$S,36500,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-909200838-bmw-serie-2-20-220i-sport-line-184cv-2017-_JM#position=12&search_layout=grid&type=item&tracking_id=7053c39e-55a8-43c4-b9dc-291bcd50cf7e,"1,11",220,i
Bmw Serie 3 2.5 325i Sedan Executive Step,2011,140000,U$S,13000,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920348921-bmw-serie-3-25-325i-sedan-executive-step-60660537-_JM#position=43&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"1,10",325,i
Bmw Serie 3 2.0 320d Sedan Executive,2011,140000,U$S,13000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919404561-bmw-serie-3-20-320d-diesel-executive-automatico-2011-_JM#position=8&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"1,10",320,d
Bmw Serie 3 2.0 328i Luxury 245cv Automática,2014,73000,U$S,25000,Corrientes - Corrientes,https://auto.mercadolibre.com.ar/MLA-915752591-bmw-serie-3-2014-20-328i-luxury-245cv-automatica-_JM#position=17&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"1,10",328,i
Bmw Serie 1 1.5 118i Active 136cv,2017,67000,U$S,27300,Maipú - Mendoza,https://auto.mercadolibre.com.ar/MLA-908711248-bmw-serie-1-15-118i-active-136cv-2017-_JM#position=21&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"1,10",118,i
Bmw Serie 3 3.0 330i Sedan Executive,2011,130000,U$S,14032,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918403385-bmw-serie-3-30-330i-sedan-executive-2011-_JM#position=25&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"1,10",330,i
Bmw Serie 1 1.6 120i Sport Line 177cv,2016,62000,U$S,29500,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-916604131-bmw-serie-1-16-120i-sport-184cv-2016-_JM#position=36&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"1,10",120,i
Bmw Serie 3 3.0 330i Executive Steptro.,2006,130000,U$S,14000,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-921475740-bmw-330i-automatica-ano-2006-color-gris-todoautos-_JM#position=44&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"1,10",330,i
Bmw 330 Ci E46,2005,130000,U$S,14000,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-914730494-bmw-330-ci-_JM#position=37&search_layout=grid&type=item&tracking_id=7ecbb697-c145-4310-8af8-de91e0849cd2,"1,10",,
Bmw Serie 3 2.5 325i Coupe Sportive,2007,124000,U$S,14700,Ezeiza - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-917333452-bmw-serie-3-25-325i-coupe-sportive-2007-_JM#position=41&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,10",325,i
Bmw X1 2.0 Xdrive 20i Executive 184cv,2012,135000,U$S,13548,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920933473-bmw-x1-20-xdrive-20i-executive-184cv-2012-_JM#position=10&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"1,10",,
Bmw X1 1.8 I,2012,135000,U$S,13548,Luján de Cuyo - Mendoza,https://auto.mercadolibre.com.ar/MLA-909862315-bmw-x1-_JM#position=28&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"1,10",,
Bmw Serie 3 2.0 328i Luxury 245cv Automática,2014,80000,U$S,22903,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921548847-bmw-328i-4p-luxury-20n-2014-rpm-moviles-_JM#position=8&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,10",328,i
Bmw Serie 3 2.0 328i Luxury 245cv Manual,2014,80000,U$S,22903,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921548834-bmw-328i-luxury-20-4p-2014-rpm-moviles-_JM#position=17&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,10",328,i
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2016,54000,U$S,34000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914004924-bmw-serie-3-30-330i-sedan-sport-line-252cv-2016-_JM#position=27&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"1,10",330,i
Bmw Serie 3 2.0 320i Sedan Executive,2016,72000,U$S,25500,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-913434402-bmw-serie-3-20-320i-sedan-executive-at-_JM#position=39&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"1,10",320,i
Bmw Serie 3 325i,2010,87213,U$S,21000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-906702130-bmw-325i-_JM#position=3&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"1,10",325,i
Bmw Serie 1 2.0 120d Active 177cv,2009,167000,U$S,10967,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-916643094-bmw-serie-1-20-120d-active-177cv-2009-_JM#position=20&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"1,10",120,d
Bmw Serie 3 2.0 320d Active Stept,2005,210000,U$S,8709,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-917669102-bmw-serie-3-20-320d-active-step-2005-_JM#position=3&search_layout=grid&type=item&tracking_id=170d3f83-75bf-4ac6-a8de-6804cea4eee0,"1,10",320,d
Bmw Serie 1 1.6 120i Sport Line 177cv,2016,84000,U$S,21900,Berazategui - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-921954449-bmw-serie-1-16-120i-sport-line-177cv-2016-_JM#position=12&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"1,10",120,i
Bmw Serie 2 3.0 M235i 325cv,2016,40000,U$S,46000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920382191-bmw-235-_JM#position=28&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"1,10",235,i
Bmw Serie M Coupe Sportive,2007,123456,U$S,14838,Resistencia - Chaco,https://auto.mercadolibre.com.ar/MLA-904188119-bmw-serie-m-coupe-sportive-_JM#position=33&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"1,10",,
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2017,48000,U$S,38387,San Andrés de Giles - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-914334047-bmw-serie-3-30-330i-sedan-sport-line-252cv-2017-_JM#position=25&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"1,09",330,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,80000,U$S,23000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-916705080-bmw-serie-3-20-328i-sedan-sport-245cv-2013-_JM#position=36&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"1,09",328,i
Bmw X1 2.0 Sdrive 25i Xline 231cv,2017,42000,U$S,43900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-912455930-bmw-x1-25i-x-drive-2017-_JM#position=25&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"1,09",,
Bmw Serie 1 2.5 125i Coupe Executive,2012,80000,U$S,23000,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-918763146-bmw-125i-executive-impecable-motor-3-litros-218hp-_JM#position=5&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"1,09",125,i
Bmw Serie 4 3.0 435i M Package 306cv Gran Coupe,2016,41000,U$S,45000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-920039800-bmw-serie-4-435i-m-package-306cv-gran-coupe-_JM#position=35&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"1,09",435,i
Bmw Serie 1 2.5 125i Coupe Executive,2013,74000,U$S,24900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-912765645-bmw-125i-coupe-executive-2013-_JM#position=17&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"1,09",125,i
Bmw Serie 3 2.0 320d Active Stept,2006,175000,U$S,10500,Villa Carlos Paz - Córdoba,https://auto.mercadolibre.com.ar/MLA-914888286-bmw-serie-3-20-320d-active-stept-_JM#position=41&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"1,09",320,d
Bmw Serie 1 2.5 125i Coupe Sport,2010,93000,U$S,19800,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-921061172-bmw-serie-1-25-125i-coupe-sport-2010-ipw-_JM#position=14&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"1,09",125,i
Bmw X3 2.0 Xdrive 20i Executive 184cv,2013,90000,U$S,20500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920267149-2013-bmw-x3-20-xdrive-20i-executive-184cv-_JM#position=18&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"1,09",,
Bmw Serie 3 2.0 320i Sedan Executive,2010,204000,U$S,9032,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919316335-bmw-serie-3-20-320i-sedan-executive-2010-_JM#position=20&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"1,09",320,i
Bmw Serie 3 2.0 320i Sedan 184cv,2014,90100,U$S,20500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920086395-bmw-serie-3-20-320i-sedan-184cv-2014-_JM#position=16&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"1,09",320,i
Bmw Serie 3 2.0 328i Luxury 245cv,2013,77000,U$S,23999,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-878308454-bmw-serie-3-20-328i-luxury-245cv-2013-_JM#position=28&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"1,09",328,i
