title,year,km,currency,price,location,link,ratio
Ford Fiesta Kinetic Titanium,2011,88000,U$S,6767,Villa Carlos Paz - Córdoba,https://auto.mercadolibre.com.ar/MLA-916261294-ford-fiesta-kinetic-titanium-_JM#position=25&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,3.3770168061582275
Ford Fiesta Se Plus,2013,51000,U$S,7096,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-917696955-ford-fiesta-kinetic-desing-16-se-120cv-_JM#position=26&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,5.562371510047085
Ford Fiesta Kinetic Titanium,2013,107000,U$S,6129,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914699432-ford-fiesta-kinetic-titanium-_JM#position=27&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,3.0695193526104636
Ford Fiesta Kinetic,2011,130000,U$S,5161,Los Cardales - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920519438-ford-fiesta-kinetic-_JM#position=28&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,2.997332061466919
Ford Fiesta Kinetic Design 1.6 Titanium 120cv,2015,35000,U$S,9032,Almirante Brown - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-910688058-ford-fiesta-titanium-kinetic-design-_JM#position=29&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,6.374161710742755
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,83000,U$S,6032,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-915361595-ford-fiesta-kinetic-design-16-design-120cv-titanium-2011-_JM#position=30&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,4.016730050174171
Ford Fiesta Kinetic Design 1.6 Se 120cv,2016,55000,U$S,7741,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-914200031-ford-fiesta-16-se-modelo-2016-naftero-55000-kms-_JM#position=31&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,4.735117614590551
Ford Fiesta Kinetic Design 1.6 Titanium Powershift 120cv,2015,30000,U$S,9677,Tercero Arriba - Córdoba,https://auto.mercadolibre.com.ar/MLA-920304523-ford-fiesta-kinetic-design-automatico-powershift-titanium-_JM#position=32&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,6.940856325996348
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,76000,U$S,6322,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920678724-ford-fiesta-kinetic-design-16-titanium-120cv-_JM#position=33&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,4.187548910238266
Ford Fiesta Kinetic Design 1.6 S 120cv,2018,12330,U$S,9031,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-914473672-ford-fiesta-kinectic-2018-lp-_JM#position=34&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,18.12267253201844
Ford Fiesta Kinetic Design 1.6 Titanium Powershift 120cv,2014,133000,U$S,8000,Berazategui - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-919032469-ford-fiesta-kinetic-design-16-titanium-powershift-120cv-_JM#position=35&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,1.8928571428571428
Ford Fiesta Kinetic Design 1.6 Design 120cv Trend,2012,125000,U$S,5806,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913119759-ford-fiesta-kinetic-design-16-design-120cv-trend-2012-_JM#position=36&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,2.7723045125732004
Ford Fiesta Kinetic Design 1.6 S,2017,36000,U$S,8709,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-915608372-ford-fiesta-kinetic-design-16-s-2017-5-puertas-_JM#position=37&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,6.433319299319988
Ford Fiesta Kinetic Design 1.6 Design 120cv Trend,2013,56600,U$S,6451,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919761571-ford-fiesta-kinetic-design-16-design-120cv-trend-2013-_JM#position=38&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,5.513156258678497
Ford Fiesta Kinetic Design 1.6 Se 120cv,2019,7000,U$S,11548,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-916875279-ford-fiesta-5-ptas-se-2019-_JM#position=39&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,24.97649562076303
Ford Fiesta Kinetic Design 1.6 S 120cv,2015,75000,U$S,6387,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-917732903-ford-fiesta-kinetic-5-ptas-1-mano-70-mk-impecable-estado-_JM#position=40&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,4.206461040655498
Ford Fiesta Kinetic Design 1.6 Sedan Titanium 120cv,2013,45100,U$S,8064,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-919843017-ford-fiesta-kinetic-design-16-sedan-titanium-120cv-2013-_JM#position=41&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,5.534988385598142
Ford Fiesta Kinetic Design 1.6 Sedan Se Plus 120cv,2014,99000,U$S,6774,Moreno - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-919365293-ford-fiesta-kinetic-design-16-sedan-se-plus-120cv-2014-_JM#position=42&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,3.0031642077700536
Ford Fiesta Kinetic Design 1.6 S 120cv,2015,104000,U$S,6258,Olavarría - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-914455873-ford-fiesta-kinetic-design-16-s-120cv-2015-_JM#position=43&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,3.0960370725471393
Ford Fiesta Kinetic Design 1.6 Titanium Powershift 120cv,2014,62000,U$S,9032,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917355771-ford-fiesta-kinetic-design-16-titanium-powershift-120cv-_JM#position=44&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,3.596531329466556
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,105000,U$S,5838,Almirante Brown - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-918265447-ford-fiesta-kinetic-design-16-design-120cv-titanium-2013-_JM#position=45&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,3.283903489453335
Ford Fiesta Kinetic Design 1.6 S Plus 120cv,2015,33000,U$S,7735,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-917552645-ford-fiesta-kinetic-design-16-s-plus-120cv-_JM#position=46&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,7.89406671759613
Ford Fiesta Kinetic Design 1.6 Sedan S Plus 120cv,2015,95000,U$S,7419,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-919073818-ford-fiesta-2015ofertas-coherentes-_JM#position=47&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,2.8589468008881886
Ford Fiesta Kinetic,2014,122000,U$S,6387,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918837996-ford-fiesta-kinetic-_JM#position=48&search_layout=grid&type=item&tracking_id=4c68b923-4f17-4931-9582-70774ab856cb,2.5846558198389658
Ford Fiesta Kinetic Design 1.6 S 120cv,2017,75000,U$S,7419,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921996088-ford-fiesta-_JM#position=1&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.6249269892618052
Ford Fiesta 1.6 S Plus,2016,51000,U$S,7741,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-919888822-ford-fiesta-16-s-plus-_JM#position=2&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,5.106499388283927
Ford Fiesta Kinetic 1.6 Se,2017,61300,U$S,8064,Ezeiza - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-917190399-ford-fiesta-_JM#position=3&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.080326393744012
Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,2017,63000,U$S,8387,San Jerónimo - Santa Fe,https://auto.mercadolibre.com.ar/MLA-921468421-ford-fiesta-kd-se-plus-2017-_JM#position=4&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.817321213291167
Ford Fiesta Kinetic Design 1.6 Se,2018,37000,U$S,9354,San Luis - San Luis,https://auto.mercadolibre.com.ar/MLA-915043107-ford-fiesta-kinetic-design-16-se-2018-_JM#position=5&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,5.83071846702379
Ford Fiesta Kinetic Design 1.6 Se 120cv,2016,98000,U$S,8000,Villa Gesell - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-918428933-ford-fiesta-kinetic-design-16-se-120cv-2016-_JM#position=6&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.5714285714285716
Ford Fiesta Kinetic Design 1.6 S 120cv,2015,80000,U$S,6451,Resistencia - Chaco,https://auto.mercadolibre.com.ar/MLA-918266179-ford-fiesta-kinetic-design-16-s-120cv-2015-_JM#position=7&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.904433421175012
Ford Fiesta Kinetic Design 1.6 S 120cv,2015,58000,U$S,7096,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916736773-ford-fiesta-kinetic-16-s-2015-_JM#position=8&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.8959102748513
Ford Fiesta Kinetic Design 1.6 Se 120cv,2015,78170,U$S,7735,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-916161987-ford-fiesta-kinetic-design-16-se-120cv-_JM#position=9&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.332534241789334
Ford Fiesta Se,2016,22000,U$S,9354,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913677760-ford-fiesta-se-16-_JM#position=10&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,9.79648959122981
Ford Fiesta Kinetic Design 1.6 S 120cv,2016,29000,U$S,8709,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917108682-ford-fiesta-16l-s-plus-_JM#position=11&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,7.982230035516173
Ford Fiesta Kinetic Design 1.6 Se Plus Powershift 120cv,2018,21000,U$S,11354,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-915971766-ford-fiesta-kinetic-design-16-se-plus-powershift-120cv-2018-_JM#position=12&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,8.46355804960702
Ford Fiesta Kinetick Se,2015,58000,U$S,6290,Merlo - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-917820790-ford-fiesta-kinetick-_JM#position=13&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,5.5232717504522775
Ford Fiesta Kinetic Design 1.6 Se 120cv,2014,57000,U$S,7258,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-912538404-ford-fiesta-kinetic-design-16-se-120cv-2014-_JM#position=14&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.868191420960779
Ford Fiesta Kinetic Design 1.6 Design Sedan 120cv Trend,2013,105000,U$S,5806,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-910037050-ford-fiesta-kinetic-design-16-design-sedan-120cv-trend-2013-_JM#position=15&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.3020028541902464
Ford Fiesta Fiesta Titanium Powershift 1.6,2018,57000,U$S,10322,Bella Vista - Corrientes,https://auto.mercadolibre.com.ar/MLA-917859420-ford-fiesta-powershift-titanium-2018-_JM#position=16&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.4299078445969604
Ford Fiesta Kinetic Desing Se,2017,45000,U$S,9032,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920874398-ford-fiesta-kinetic-desing-se-_JM#position=17&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.9626021060919205
Ford Fiesta Kinetic Design 1.6 S 120cv,2015,70000,U$S,7741,Deseado - Santa Cruz,https://auto.mercadolibre.com.ar/MLA-913605795-fiesta-kinetic-s-_JM#position=18&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.718604093232694
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,97000,U$S,7354,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-916810623-ford-fiesta-kd-16-titanium-120cv-mexicano-l14-full-full-_JM#position=19&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.8219441555055247
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2014,110000,U$S,7096,San Miguel de Tucumán - Tucumán,https://auto.mercadolibre.com.ar/MLA-919894741-ford-fiesta-kinetic-design-16-design-120cv-titanium-2014-_JM#position=20&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.5801988316080764
Ford Fiesta Kinetic Design 1.6 Design Sedan 120cv Trend Plus,2011,141250,U$S,5838,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-920757012-escucho-oferta-fiesta-kinetic-16-trend-plus-desing-2-mano-_JM#position=21&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.4387064305571977
Ford Fiesta Kinetic Design 1.6 Design Sedan 120cv Trend,2012,120000,U$S,6451,Tafí Viejo - Tucumán,https://auto.mercadolibre.com.ar/MLA-919118538-ford-fiesta-kinetic-design-16-design-sedan-120cv-trend-2012-_JM#position=22&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.5990802459566993
Ford Fiesta Kinetic Design 1.6 S 120cv,2015,95000,U$S,5806,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-920670875-ford-fiesta-kinetic-_JM#position=23&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.653208115017133
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,92000,U$S,6322,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-916714506-ford-fiesta-_JM#position=24&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.4609988583689804
Ford Fiesta Kinetic Design 1.6 Se 120cv,2014,67000,U$S,6961,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914529783-ford-fiesta-kinetic-design-16-se-120cv-2014-_JM#position=25&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.31830218252224
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,46000,U$S,8967,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914156690-ford-fiesta-kinetic-2011-con-46000-km-impecable--_JM#position=26&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.877788606533133
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,89000,U$S,5903,Tres de febrero - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-918858433-ford-fiesta-kinetic-design-16-design-120cv-titanium-_JM#position=27&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.8278003757373416
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,82000,U$S,6129,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-919842082-ford-fiesta-kinetic-design-16-design-120cv-titanium-2011-_JM#position=28&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.001368941736407
Ford Fiesta Kinetic Design Kinetic Design,2010,182000,U$S,4709,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-918872125-ford-fiesta-kinetic-design-_JM#position=29&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.3452869067649273
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,74000,U$S,6387,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921836218-ford-fiesta-kinetic-titanium-2013-_JM#position=30&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.2590735404262885
Ford Fiesta Kinetic Design 1.6 Design Sedan 120cv Trend Plus,2012,74000,U$S,5870,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918734030-ford-fiesta-kinetic-design-16-design-sedan-120cv-trend-plus-_JM#position=31&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.6318891293337625
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,130000,U$S,6000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920115145-ford-fiesta-kinetic-design-16-titanium-_JM#position=32&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.580769230769231
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,110000,U$S,7096,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920044012-ford-_JM#position=33&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.5789177001127395
Ford Fiesta 1.6 Se Plus,2016,71000,U$S,7741,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-919444906-ford-fiesta-16-se-plus-_JM#position=34&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.6680488563729616
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,61700,U$S,6451,Mendoza - Mendoza,https://auto.mercadolibre.com.ar/MLA-917277099-ford-fiesta-kinetic-titanium-2013-_JM#position=35&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,5.057449663552721
Ford Fiesta Kinetic Design S,2015,98000,U$S,7096,Berisso - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-914958482-ford-fiesta-kinetic-design-s-_JM#position=36&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.8975795504221984
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,77000,U$S,6129,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-917139411-ford-fiesta-kinetic-design-16-design-120cv-titanium-2012-_JM#position=37&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.263317038647435
Ford Fiesta 1.6 16v 120hp,2012,100000,U$S,6645,Lomas de Zamora - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-915738130-ford-fiesta-kinetic-design-16-16v-design-120cv-titanium-_JM#position=38&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.0278404815650863
Ford Fiesta Fiesta Kinetic Se,2016,55000,U$S,8064,San Miguel de Tucumán - Tucumán,https://auto.mercadolibre.com.ar/MLA-918893321-ford-fiesta-fiesta-kinetic-se-_JM#position=39&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.545454545454546
Ford Fiesta Ford Fiesta Kinetic,2013,69300,U$S,6387,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-917744413-ford-fiesta-kinetick-titanium-full-2013-_JM#position=40&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.547928455866455
Ford Fiesta Kinetic Design 1.6 Sedan Titanium,2017,51000,U$S,9677,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920431253-ford-fiesta-kinetic-design-16-sedan-titanium-2017-_JM#position=41&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.086909125539231
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,162000,U$S,6032,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919601616-ford-fiesta-kinetic-design-16-design-120cv-titanium-2013-_JM#position=42&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.060000982414776
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,150000,U$S,6129,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-918637222-ford-fiesta-kinetic-design-16-design-120cv-titanium-2011-_JM#position=43&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,2.187415021482569
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,81366,U$S,5870,Berazategui - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-914543849-ford-fiesta-kinetic-design-16-design-120cv-titanium-2012-_JM#position=44&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.212567848618569
Ford Fiesta Ford Fiesta Kinectic,2014,86000,U$S,6774,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-918075248-ford-fiesta-kinetic-design-16-se-120cv-_JM#position=45&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.4571308903399456
Ford Fiesta Kinetic,2013,80000,U$S,5806,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917084811-ford-fiesta-kinetic-_JM#position=46&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,4.333878746124698
Ford Fiesta Kinetic,2011,82200,U$S,7741,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-917477311-ford-fiesta-kinetic-_JM#position=47&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.160408241137734
Ford Fiesta Ford Fiesta Kinetic,2011,109000,U$S,5806,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918770619-ford-fiesta-ford-fiesta-kinetic-_JM#position=48&search_layout=grid&type=item&tracking_id=e77d6a3e-4ea1-4914-9152-8f2ee57bfe90,3.177668150947928
Ford Fiesta Kinetic Design 1.6 Titanium 120cv,2017,40000,U$S,10645,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-918476384-ford-fiesta-titanium-_JM#position=1&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,4.736965711601691
Ford Fiesta Kinetic Design 1.6 Titanium 120cv,2015,74000,U$S,8387,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-917784748-ford-fiesta-kinetic-design-16-titanium-120cv-_JM#position=2&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,3.24665908307258
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,64000,U$S,8064,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-916162541-ford-fiesta-kinetic-_JM#position=3&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,3.9004371279761907
Ford Fiesta Kinetic Design 1.6 Titanium 120cv,2015,65000,U$S,8500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917601109-ford-fiesta-titanium-2015-_JM#position=4&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,3.6470588235294117
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,85000,U$S,7741,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914689177-ford-fiesta-kinetic-design-titanium-2011-_JM#position=5&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,3.0563006755473148
Ford Fiesta Kinetic Design 1.6 Titanium Powershift 120cv,2019,11700,U$S,11483,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918469556-ford-fiesta-2019-_JM#position=6&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,15.027789128633856
Ford Fiesta Kinetic Design 1.6 Se Plus Powershift 120cv,2018,39000,U$S,10645,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-914991927-ford-fiesta-kinetic-design-16-se-plus-powershift-120cv-2018-_JM#position=7&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,4.860835109778275
Ford Fiesta Kinetic Design 1.6 Titanium Powershift 120cv,2016,58000,U$S,9000,Balcarce - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-919005011-ford-fiesta-kinetic-design-16-titanium-powershift-120cv-_JM#position=8&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,3.862068965517241
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,100000,U$S,6129,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917460159-ford-fiesta-kinetic-design-16-design-120cv-titanium-_JM#position=9&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,3.282754119758525
Ford Fiesta Kinetic Design 1.6 Titanium Powershift 120cv,2015,100100,U$S,8387,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914586054-ford-fiesta-kinetic-titanium-powershift-_JM#position=10&search_layout=grid&type=item&tracking_id=5655376f-6f8a-4828-9dcb-d80195f3cb90,2.400127593879829
