title,year,km,currency,price,location,link,ratio
Ford Fiesta Kinetic Design 1.6 Se Plus Powershift 120cv,2014,134000,U$S,6978,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-913594808-ford-fiesta-16l-se-plus-powershift-2014-_JM#position=22&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.153890906601986
Ford Fiesta Kinetic Design 1.6 Sedan Titanium Powershift 120cv,2014,110000,U$S,8064,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920604270-robayna-ford-fiesta-titanium-16-powershit-ano-2014-rojo-_JM#position=23&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.270472582972583
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,19200,U$S,8258,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916991984-ford-fiesta-kinetic-design-16-design-120cv-titanium-2013-_JM#position=24&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,12.696022039234682
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,140000,U$S,5741,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-910037863-ford-fiesta-kinetic-design-titanium-_JM#position=25&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.502052902679971
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,65700,U$S,7967,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920278754-ford-fiesta-kinetic-design-_JM#position=26&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.8457724873092376
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,155000,U$S,6774,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-916112553-ford-fiesta-kd-16-titanium-mexicano-120cv-hatchback-5p-_JM#position=27&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,1.9171976342181205
Ford Fiesta Kinetic Design 1.6 Design 120cv Trend,2013,53000,U$S,6774,Lomas de Zamora - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-919662536-ford-fiesta-trend-16-mkt11026-_JM#position=28&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,5.606898741581296
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,95000,U$S,6967,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916894582-ford-fiesta-kinetic-design-16-120cv-titanium-2012-sepautos-_JM#position=29&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.039894842603854
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2014,75825,U$S,8387,General Pedernera - San Luis,https://auto.mercadolibre.com.ar/MLA-919786606-ford-fiesta-kinetic-design-16-design-120cv-titanium-2014-_JM#position=30&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.1669441477399887
Ford Fiesta Kinetic Design 1.6 Sedan S Plus 120cv,2014,85000,U$S,6322,Resistencia - Chaco,https://auto.mercadolibre.com.ar/MLA-917492312-ford-fiesta-s-plus-_JM#position=31&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.7478832089621674
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,87000,U$S,5935,Ensenada - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-918077456-ford-fiesta-kinetic-titanium-_JM#position=32&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.898556197890945
Ford Fiesta Kinetic Design 1.6 Se 120cv,2014,70000,U$S,6774,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-918652578-ford-fiesta-kinetic-design-16-se-120cv-_JM#position=33&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,4.247332236703361
Ford Fiesta Kinetic Design 1.6 S 120cv,2014,108000,U$S,6387,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-915475066-ford-fiesta-16-s-2014-fianancio-permuto-_JM#position=34&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.919703796484758
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,86000,U$S,6450,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914880910-ford-fiesta-kinetic-design-2012-16-design-120cv-titanium-_JM#position=35&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.6271858662340004
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,96000,U$S,5806,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-916311990-ford-fiesta-kinetic-2011-_JM#position=36&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.6079773797221266
Ford Fiesta Kinetic Design 1.6 Se Plus Powershift 120cv,2014,54550,U$S,8064,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-911533866-ford-fiesta-kinectic-se-plus-powershift-automatico-_JM#position=37&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,4.578404841924549
Ford Fiesta Kinetic Design 1.6 Titanium 120cv,2013,83000,U$S,7161,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-921510655-ford-fiesta-kinetic-titanium-16-5p-_JM#position=38&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.3868191660651825
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,92000,U$S,6438,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-914884166-ford-fiesta-kinetic-titanium-2013-full-mexicano-_JM#position=39&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.3986385185785486
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,61000,U$S,8063,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918360975-ford-fiesta-kinetic-design-16-design-120cv-titanium-2013-_JM#position=40&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,4.092769440654843
Ford Fiesta Kinetic Design 1.6 Sedan Se 120cv,2013,96000,U$S,7096,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-921641237-ford-fiesta-kinetic-_JM#position=41&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.955009864712514
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,138000,U$S,5677,Brandsen - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-916424086-ford-fiesta-kinetic-titanium-_JM#position=42&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.5682068248947574
Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,2014,142000,U$S,7090,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921530720-ford-fiesta-kinetic-design-16-se-plus-120cv-2014-_JM#position=43&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.0004370368898865
Ford Fiesta Kinetic Design 1.6 Design Sedan 120cv Trend,2011,90000,U$S,5806,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921959465-ford-fiesta-kd-sedan-trend-2011-_JM#position=44&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.848509205036935
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,99000,U$S,7741,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918555964-ford-fiesta-titanium-16-gnc-ano-2013-_JM#position=45&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.626706282564699
Ford Fiesta Kinetic Design 1.6 Design 120cv Trend,2012,106000,U$S,5741,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-919344021-ford-fiesta-kinetic-sedan-5-puertas-2012-_JM#position=46&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.3062414345012536
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,137000,U$S,5419,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-914426034-ford-fiesta-kd-titanium-liquido-de-contado-_JM#position=47&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,2.7087713815811627
Ford Fiesta Kinetic Design 1.6 S 120cv,2014,82000,U$S,6258,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920173288-ford-fiesta-16l-s-5pt-ano-2014-color-negro-as-automobili-_JM#position=48&search_layout=grid&type=item&tracking_id=d2ffb302-9d07-478e-ab8d-6113ffc9e285,3.9247324400377277
Ford Fiesta 1.6 Kinetic Design,2013,60000,U$S,7741,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920885169-ford-fiesta-16-kinetic-design-_JM#position=1&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,4.334065366231753
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,106000,U$S,5806,Florencio Varela - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-921966384-ford-fiesta-kinetic-design-16-design-120cv-titanium-2012-_JM#position=2&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.269227019543868
Ford Fiesta Kinetic Design 1.6 S 120cv,2014,85000,U$S,6451,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-920318554-ford-fiesta-kinetic-design-16-s-120cv-2014-_JM#position=3&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.6729371643247286
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,107500,U$S,5612,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-919896743-ford-fiesta-kinetic-design-16-design-120cv-titanium-2011-_JM#position=4&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.3333885859205354
Ford Fiesta Kinetic Design 1.6 S 120cv,2014,121000,U$S,7419,Gualeguaychú - Entre Ríos,https://auto.mercadolibre.com.ar/MLA-915275384-ford-fiesta-kd-16-s-_JM#position=5&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.243513694456605
Ford Fiesta Kinetic Design 1.6 Se 120cv,2013,150000,U$S,6451,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-915938009-ford-fiesta-se-plus-2013-_JM#position=6&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.080297628274686
Ford Fiesta Kinetic Design 1.6 Sedan S 120cv,2014,56000,U$S,7064,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-921692333-ford-fiesta-_JM#position=7&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,5.091206924445882
Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,2014,76250,U$S,6387,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921544208-ford-fiesta-kinetic-_JM#position=8&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,4.135449311742346
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2014,66500,U$S,8064,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921368178-ford-fiesta-kinetic-design-16-design-120cv-titanium-2014-_JM#position=9&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.7556689342403624
Ford Fiesta Kinetic Desing,2012,87700,U$S,6161,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-915677141-ford-fiesta-kinetic-desing-_JM#position=10&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.723721344974096
Ford Fiesta Kinetic Design 1.6 Titanium 120cv,2014,82000,U$S,8000,Lanús - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920024807-ford-fiesta-kinetic-design-16-titanium-120cv-2014-_JM#position=11&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.070121951219512
Ford Fiesta Kinetic Design 1.6 Titanium 120cv,2013,85000,U$S,7032,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921083806-ford-fiesta-kinetic-design-16-titanium-120cv-2013-88000-km-_JM#position=12&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.3677976309977917
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,98000,U$S,6445,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-917323610-ford-fiesta-kinetic-design-16-design-120cv-titanium-2012-_JM#position=13&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.1855100457560837
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,48000,U$S,8263,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-912859266-ford-fiesta-kinetic-design-16-design-120cv-titanium-2013-_JM#position=14&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,5.075335834442696
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2012,159000,U$S,6000,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-882068230-ford-fiesta-kinetic-design-16-design-120cv-titanium-2012-_JM#position=15&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.109014675052411
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2014,71000,U$S,8387,José C. Paz - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-908704877-ford-fiesta-kinetic-design-16-design-120cv-titanium-2014-_JM#position=16&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.382162535244854
Ford Fiesta Kinetic Design 1.6 Design Sedan 120cv Trend,2011,128000,U$S,6064,Pinamar - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-921513139-ford-fiesta-kinetic-design-16-design-sedan-120cv-trend-2011-_JM#position=17&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.5908538093667546
Ford Fiesta Kinetic Design 1.6 Sedan Se 120cv,2014,103000,U$S,6967,Tandil - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-919308389-ford-fiesta-kinetic-design-16-sedan-se-120cv-2014-_JM#position=18&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.8065735694348253
Ford Fiesta Kinetic Design 1.6 Design Sedan 120cv Trend Plus,2011,158000,U$S,5612,Berazategui - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920841522-ford-fiesta-kinetic-design-16-design-sedan-120cv-trend-plus-_JM#position=19&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.2679700821927695
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,63000,U$S,6451,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-920269570-ford-fiesta-kinetic-design-16-design-120cv-titanium-2011-_JM#position=20&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,4.948168488704839
Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,2014,75000,U$S,5741,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920766093-ford-fiesta-kinetic-design-16-se-plus-120cv-_JM#position=21&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,4.677466178946757
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,66000,U$S,7547,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921677284-ford-fiesta-kinetic-desing-titanium-manual-2013-usado-_JM#position=22&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,4.041340930170929
Ford Fiesta Kinetic Desing Attraction,2014,96000,U$S,7096,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-917144838-ford-fiesta-kinetic-design-16-titanium-full-impecable-_JM#position=23&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.956477827884254
Ford Fiesta Kinetic Design 1.6 Sedan S Plus 120cv,2014,110000,U$S,7741,Río Cuarto - Córdoba,https://auto.mercadolibre.com.ar/MLA-920769142-ford-fiesta-kd-4p-2014-110000km-c-gnc-_JM#position=24&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.3652100386372443
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,120000,U$S,6258,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-915933832-ford-fiesta-kinetic-design-16-design-120cv-titanium-2013-_JM#position=25&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.6805688718440397
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,85000,U$S,6000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-921546422-ford-fiesta-kinetic-design-16-design-120cv-titanium-2013-_JM#position=26&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.947058823529412
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,115342,U$S,6000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917671625-ford-fiesta-titanium-kd-mt-5-puertas-full-16-_JM#position=27&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,2.9058510054157782
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2013,77000,U$S,7032,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921190373-ford-fiesta-kinetic-titanium-_JM#position=28&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.7176986835689907
Ford Fiesta Kinetic Design 1.6 Se 120cv,2014,97000,U$S,6774,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-913172710-ford-fiesta-kinetic-design-16-se-120cv-2014-_JM#position=29&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.065085119270467
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,2011,110000,U$S,6064,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-921047091-ford-fiesta-kinectic-titanium-_JM#position=30&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.014811705444951
Ford Fiesta Kinetic Design 1.6 S 120cv,2014,85000,U$S,7419,Río Cuarto - Córdoba,https://auto.mercadolibre.com.ar/MLA-920769161-fiesta-kd-s-2014-5p-85000-km-_JM#position=31&search_layout=grid&type=item&tracking_id=f42f0870-0bdc-4ff8-ba0f-be40e4fabec2,3.1937077297558734
