title,year,km,currency,price,location,link,ratio,brand,model
Volkswagen Vento 2.5 Luxury 170cv,2013,90000,U$S,8526,Centro - Córdoba,https://auto.mercadolibre.com.ar/MLA-921762680-vw-vento-25-_JM#position=42&search_layout=grid&type=item&tracking_id=2a3c02fe-ee0a-4ca3-850f-bb2b8f11ad80,2.623348189850653,Volkswagen,Vento
Bmw Serie 3 2.0 320i Sedan 184cv,2014,80000,U$S,17341,Valle Escondido - Córdoba,https://auto.mercadolibre.com.ar/MLA-920274177-bmw-320i-oportunidad-recibo-menor-_JM#position=43&search_layout=grid&type=item&tracking_id=2a3c02fe-ee0a-4ca3-850f-bb2b8f11ad80,1.4517617207773486,Bmw,Serie
Renault Fluence 2.0 Dynamique,2012,130000,U$S,5491,Córdoba,https://auto.mercadolibre.com.ar/MLA-920269602-renault-fluence-20-dynamique-2012-_JM#position=44&search_layout=grid&type=item&tracking_id=2a3c02fe-ee0a-4ca3-850f-bb2b8f11ad80,2.8185982656935122,Renault,Fluence
Ford Fiesta Kinetic Design 1.6 Design Sedan 120cv Trend Plus,2011,147250,U$S,5317,La France - Córdoba,https://auto.mercadolibre.com.ar/MLA-920757012-escucho-oferta-fiesta-kinetic-16-trend-plus-desing-2-mano-_JM#position=45&search_layout=grid&type=item&tracking_id=2a3c02fe-ee0a-4ca3-850f-bb2b8f11ad80,2.568562317172742,Ford,Fiesta
Audi A4 2.0 Fsi Quattro 252cv,2018,45000,U$S,43000,Córdoba,https://auto.mercadolibre.com.ar/MLA-924264227-audi-a4-20-fsi-quattro-252cv-2018-_JM#position=46&search_layout=grid&type=item&tracking_id=2a3c02fe-ee0a-4ca3-850f-bb2b8f11ad80,1.0428940568475453,Audi,A4
Nissan Versa 1.6 Sense Mt,2016,86000,U$S,6936,Córdoba,https://auto.mercadolibre.com.ar/MLA-926609056-nissan-versa-16-sense-mt-2016-_JM#position=47&search_layout=grid&type=item&tracking_id=2a3c02fe-ee0a-4ca3-850f-bb2b8f11ad80,3.379737667981009,Nissan,Versa
Audi A4 2.0 Fsi Quattro 252cv,2018,40000,U$S,45999,Villa María,https://auto.mercadolibre.com.ar/MLA-926318746-audi-a4-20-fsi-quattro-252cv-2018-_JM#position=48&search_layout=grid&type=item&tracking_id=2a3c02fe-ee0a-4ca3-850f-bb2b8f11ad80,1.0967629731081112,Audi,A4
Toyota Corolla 1.8 Se-g Cvt 140cv,2017,66000,U$S,14450,Tercero Arriba,https://auto.mercadolibre.com.ar/MLA-925020729-toyota-corolla-2017-18-se-g-cvt-140cv-_JM#position=1&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.114920834644018,Toyota,Corolla
Volkswagen Bora 1.8 Highline T Tiptronic Cuero,2012,135000,U$S,7109,Córdoba,https://auto.mercadolibre.com.ar/MLA-923624973-volkswagen-bora-18-highline-t-tiptronic-cuero-2012-_JM#position=2&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.0964557186248003,Volkswagen,Bora
Toyota Corolla 1.8 Xei Mt 136cv,2012,170000,U$S,5780,Córdoba,https://auto.mercadolibre.com.ar/MLA-919628480-toyota-corolla-18-xei-mt-136cv-2012-_JM#position=3&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.0476287400773456,Toyota,Corolla
Peugeot 408 1.6 Allure 115cv,2017,82000,U$S,8381,Lomas Sur - Villa Allende,https://auto.mercadolibre.com.ar/MLA-919528888-urgente-1-mano-peugeot-408-allure-16-cgnc-2017-_JM#position=4&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.934919577092203,Peugeot,408
Chevrolet Cruze Ii 1.4 Sedan Ltz Plus At,2016,79000,U$S,10982,Córdoba,https://auto.mercadolibre.com.ar/MLA-927250796-chevrolet-cruze-ii-14-sedan-ltz-plus-at-2016-_JM#position=6&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.3237103753207204,Chevrolet,Cruze
Chevrolet Sonic 1.6 Ltz At,2013,103000,U$S,5317,Córdoba,https://auto.mercadolibre.com.ar/MLA-924970469-chevrolet-sonic-16-ltz-at-2013-_JM#position=7&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.67569857445709,Chevrolet,Sonic
Peugeot 407 2.0 Sr Sport,2009,140000,U$S,4450,Córdoba,https://auto.mercadolibre.com.ar/MLA-919999443-peugeot-407-20-sr-sport-2009-_JM#position=8&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.2247191011235956,Peugeot,407
Nissan Sentra 2.0 N Acenta Cvt,2011,134000,U$S,4335,Los Manantiales - Villa Carlos Paz,https://auto.mercadolibre.com.ar/MLA-919847551-nissan-sentra-acenta-cvt-_JM#position=9&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.461929108781353,Nissan,Sentra
Mercedes-benz Clase C 2.2 C220 Cdi Elegance At,2006,161000,U$S,9000,Cruz del Eje,https://auto.mercadolibre.com.ar/MLA-919329375-mercedes-benz-clase-c-22-c220-cdi-elegance-at-_JM#position=10&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,1.3844030365769495,Mercedes-benz,Clase
Toyota Corolla 1.8 Se-g Cvt 140cv,2018,25000,U$S,18500,Centro - Villa María,https://auto.mercadolibre.com.ar/MLA-921675122-toyota-corolla-2018-18-se-g-cvt-140cv-_JM#position=11&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,4.363243243243244,Toyota,Corolla
Chevrolet Prisma 1.4 Joy Ls + 98cv,2018,25000,U$S,6936,Marqués de Sobremonte - Córdoba,https://auto.mercadolibre.com.ar/MLA-921471749-chevrolet-prisma-joy--_JM#position=12&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,11.637831603229527,Chevrolet,Prisma
Toyota Corolla 1.8 Se-g Mt 140cv,2014,74000,U$S,10809,Córdoba,https://auto.mercadolibre.com.ar/MLA-923200563-toyota-corolla-2014-18-se-g-mt-140cv-_JM#position=13&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.517921751893442,Toyota,Corolla
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,81000,U$S,26000,Córdoba,https://auto.mercadolibre.com.ar/MLA-925909962-bmw-serie-3-20-328i-sedan-sport-245cv-2013-_JM#position=14&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,0.9558404558404558,Bmw,Serie
Volkswagen Vento 2.0 Tsi Gli 211cv App Connect + Nav,2017,27700,U$S,21676,José Hernández - San Francisco,https://auto.mercadolibre.com.ar/MLA-922878150-vw-vento-gli-_JM#position=15&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.3592860526173784,Volkswagen,Vento
Citroën C4 1.6 Sedan Hdi Sx Am71,2011,221000,U$S,4393,Alta Gracia,https://auto.mercadolibre.com.ar/MLA-920610578-citron-c4-16-sedan-hdi-sx-am71-2011-_JM#position=16&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.071374348124793,Citroën,C4
Volkswagen Vento 2.0 Advance I 110cv,2012,141000,U$S,8092,Córdoba,https://auto.mercadolibre.com.ar/MLA-920188968-volkswagen-vento-20-tdi-2012-_JM#position=17&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,1.7634087427211185,Volkswagen,Vento
Ford Mondeo 2.0 Titanium Ecoboost At 240cv,2016,65000,U$S,18497,Río Cuarto,https://auto.mercadolibre.com.ar/MLA-919834542-ford-mondeo-20-titanium-ecoboost-at-240cv-2016-_JM#position=18&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,1.6767791866456516,Ford,Mondeo
Renault Logan 1.6 Authentique Plus 85cv,2017,88000,U$S,6531,La Calera,https://auto.mercadolibre.com.ar/MLA-920296094-renault-logan-16-authentique-plus-85cv-2017-_JM#position=19&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.509486226528027,Renault,Logan
Renault Fluence 2.0 Dynamique Pro.cre.auto,2014,79000,U$S,5780,Córdoba,https://auto.mercadolibre.com.ar/MLA-920832988-renault-fluence-20-dynamique-procreauto-2014-_JM#position=20&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,4.4106697034733475,Renault,Fluence
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,70000,U$S,25000,Córdoba,https://auto.mercadolibre.com.ar/MLA-927317037-bmw-serie-3-20-328i-sedan-sport-245cv-2013-_JM#position=21&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,1.1502857142857144,Bmw,Serie
Renault Mégane Ii 1.6 Confort,2007,170000,U$S,3583,Córdoba,https://auto.mercadolibre.com.ar/MLA-925433350-megane-confortline-16-_JM#position=22&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.294971351644202,Renault,Mégane
Toyota Corolla 1.8 Xei Cvt Pack 140cv,2015,70000,U$S,9710,Córdoba,https://auto.mercadolibre.com.ar/MLA-924877402-toyota-corolla-xei-cvt-pack-18-2015-_JM#position=23&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.9645431808150655,Toyota,Corolla
Citroën C4 Lounge 1.6 Hdi 115 Feel Pack,2016,34000,U$S,9248,Córdoba,https://auto.mercadolibre.com.ar/MLA-921109112-citron-c4-lounge-2016-16-hdi-115-feel-pack-_JM#position=24&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,6.4115611642580905,Citroën,C4
Chevrolet Astra 2.0 Gls,2011,160000,U$S,4329,Villa Belgrano - Córdoba,https://auto.mercadolibre.com.ar/MLA-926813556-chevrolet-astra-gls-2011-gnc-_JM#position=25&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.9033841533841533,Chevrolet,Astra
Toyota Corolla 1.8 Xei Mt 140cv,2015,60000,U$S,9537,Córdoba,https://auto.mercadolibre.com.ar/MLA-919630228-toyota-corolla-18-xei-mt-140cv-2015-_JM#position=26&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.521372898535528,Toyota,Corolla
Chevrolet Cruze 1.8 Ltz Mt 141cv,2014,100000,U$S,7109,Villa Allende,https://auto.mercadolibre.com.ar/MLA-918117295-chevrolet-cruze-18-ltz-mt-141cv-2014-_JM#position=27&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.83302855535237,Chevrolet,Cruze
Chevrolet Classic 1.4 Ls Abs Airbag Pro.cre.auto,2015,90000,U$S,4219,Córdoba,https://auto.mercadolibre.com.ar/MLA-927372195-chevrolet-classic-14-ls-abs-airbag-procreauto-2015-_JM#position=28&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,5.306681414763898,Chevrolet,Classic
Nissan Tiida 1.8 Visia Plus,2009,165000,U$S,3179,Córdoba,https://auto.mercadolibre.com.ar/MLA-926544828-nissan-tiida-18-visia-plus-2009-_JM#position=29&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.830059004642207,Nissan,Tiida
Citroën Xsara 1.9 Sx D,2001,250000,U$S,1734,Córdoba,https://auto.mercadolibre.com.ar/MLA-926326431-citron-xsara-19-sx-d-2001-_JM#position=30&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,4.615916955017301,Citroën,Xsara
Volkswagen Vento 2.5 Luxury 170cv Tiptronic,2015,74000,U$S,10982,Córdoba,https://auto.mercadolibre.com.ar/MLA-926099920-volkswagen-vento-25-luxury-170cv-tiptronic-2015-_JM#position=31&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.47948731831449,Volkswagen,Vento
Ford Mondeo 2.0 Se Ecoboost At 240cv,2018,46000,U$S,18786,Villa Belgrano - Córdoba,https://auto.mercadolibre.com.ar/MLA-925840298-ford-_JM#position=32&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.335226510028282,Ford,Mondeo
Toyota Corolla 1.8 Xei Mt Pack 136cv,2012,57000,U$S,7514,Cruz del Eje,https://auto.mercadolibre.com.ar/MLA-925506513-toyota-corolla-18-xei-mt-pack-136cv-2012-_JM#position=33&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,4.697663776155854,Toyota,Corolla
Ford Ka 1.5 S 4 P,2018,34000,U$S,7369,Córdoba,https://auto.mercadolibre.com.ar/MLA-923985839-ford-ka-15-s-4-p-2018-_JM#position=34&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,8.054409170371907,Ford,Ka
Fiat Grand Siena 1.6 Essence 115cv,2017,112000,U$S,5491,Industrial - Villa Allende,https://auto.mercadolibre.com.ar/MLA-922523813-fiat-grand-siena-essence-16-16v-_JM#position=35&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.2797174597393135,Fiat,Grand
Peugeot 408 1.6 Feline Thp 163cv Tiptronic,2016,131000,U$S,8843,Villa Belgrano - Córdoba,https://auto.mercadolibre.com.ar/MLA-921486502-peugeot-408-feline-thp-tiptronic-2016-_JM#position=36&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,1.7402819153114595,Peugeot,408
Nissan Sentra 2.0 Sr Cvt,2015,90000,U$S,8381,Córdoba,https://auto.mercadolibre.com.ar/MLA-924114613-nissan-sentra-20-sr-cvt-2015-_JM#position=37&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.6713863368200563,Nissan,Sentra
Mercedes-benz Clase C 2.5 C250 D,1996,324000,U$S,3468,Centro - Villa María,https://auto.mercadolibre.com.ar/MLA-920266828-mercedes-benz-clase-c-_JM#position=38&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,1.7763823031027952,Mercedes-benz,Clase
Toyota Corolla 1.8 Se-g At,2009,160000,U$S,6647,Santa Rita - Villa Carlos Paz,https://auto.mercadolibre.com.ar/MLA-927404091-toyota-corolla-seg-2009-_JM#position=39&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,1.889010079735219,Toyota,Corolla
Renault Fluence 2.0 Privilege Cvt,2011,173000,U$S,5375,Córdoba,https://auto.mercadolibre.com.ar/MLA-926862079-renault-fluence-2011-20-privilege-cvt-_JM#position=40&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.1626562710041672,Renault,Fluence
Fiat Tipo 1.6 Etorq Easy,2018,63000,U$S,8381,Molinari - Cosquín,https://auto.mercadolibre.com.ar/MLA-926598646-fiat-tipo-easy-2018-_JM#position=41&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.8219479813561663,Fiat,Tipo
Chevrolet Cruze 2.0 Vcdi Sedan Ltz At 163cv,2014,155311,U$S,7514,Padre Claret - Córdoba,https://auto.mercadolibre.com.ar/MLA-926290067-chevrolet-cruze-2014-diesel-ltz-automatico-_JM#position=42&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,1.725782494847284,Chevrolet,Cruze
Volkswagen Vento 2.5 Luxury 170cv,2016,47000,U$S,11445,Córdoba,https://auto.mercadolibre.com.ar/MLA-920850137-volkswagen-vento-25-luxury-_JM#position=43&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.747804021081398,Volkswagen,Vento
Renault Logan 1.6 Expression 85cv,2013,76000,U$S,3930,Córdoba,https://auto.mercadolibre.com.ar/MLA-920374031-renault-logan-16-expression-85cv-2013-_JM#position=44&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,6.739654479710727,Renault,Logan
Toyota Etios 1.5 Sedan Xls,2014,172000,U$S,5144,La Calera,https://auto.mercadolibre.com.ar/MLA-919796026-toyota-etios-15-sedan-xls-2014-_JM#position=45&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.276302940431842,Toyota,Etios
Peugeot 408 1.6 Allure Plus Thp 163cv,2015,61000,U$S,7803,Córdoba,https://auto.mercadolibre.com.ar/MLA-919838194-peugeot-408-16-allure-plus-thp-163cv-2015-_JM#position=46&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,4.2333444681847885,Peugeot,408
Renault Fluence 2.0 Ph2 Luxe Pack 143cv Cuero,2016,125000,U$S,7514,San Justo,https://auto.mercadolibre.com.ar/MLA-926362839-renault-fluence-20-ph2-luxe-pack-143cv-cuero-2016-_JM#position=47&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,2.146393398988555,Renault,Fluence
Citroën C4 Lounge 2.0 Tendance Pack (pa) Am16,2016,82000,U$S,7225,Santa Isabel Primera Sección - Córdoba,https://auto.mercadolibre.com.ar/MLA-927240118-citroen-c4-lounge-_JM#position=48&search_layout=grid&type=item&tracking_id=9b6af173-53f2-4075-ade1-412c382a0a4e,3.402818803274538,Citroën,C4
Toyota Corolla 1.8 Xei Cvt Pack 140cv,2017,23000,U$S,13500,Villa Rivera Indarte - Córdoba,https://auto.mercadolibre.com.ar/MLA-927174888-toyota-corolla-xei-pack-cvt-2017-_JM#position=1&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,6.495974235104669,Toyota,Corolla
Chevrolet Prisma 1.4 Lt 98cv,2018,144000,U$S,6358,Córdoba,https://auto.mercadolibre.com.ar/MLA-927109391-chevrolet-prisma-14-lt-98cv-2018-_JM#position=2&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.2041347733389256,Chevrolet,Prisma
Toyota Corolla 1.8 Se-g At 136cv,2013,151000,U$S,7803,Córdoba,https://auto.mercadolibre.com.ar/MLA-923946068-toyota-corolla-2013-18-se-g-at-136cv-_JM#position=3&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,1.7084615952601012,Toyota,Corolla
Toyota Corona 2.0 Gli At,2003,249000,U$S,3872,Acosta - Córdoba,https://auto.mercadolibre.com.ar/MLA-923635364-toyota-corona-20-gli-at-2003-_JM#position=4&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.077524975936805,Toyota,Corona
Volkswagen Passat 2.0 Advance Tsi 211cv,2012,189000,U$S,8959,Alta Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-923623691-volkswagen-_JM#position=5&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,1.1882467513676354,Volkswagen,Passat
Toyota Corolla 1.8 Xei Mt,2010,180000,U$S,5491,Centro - La Calera,https://auto.mercadolibre.com.ar/MLA-923264682-toyota-corolla-2010-_JM#position=6&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.0336307897772112,Toyota,Corolla
Volkswagen Bora 1.8 T Highline,2007,137000,U$S,4682,San Felipe - Córdoba,https://auto.mercadolibre.com.ar/MLA-927521832-volkswagen-bora-18-t-highline-_JM#position=7&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,3.128926748504133,Volkswagen,Bora
Renault Fluence 2.0 Privilege Mt,2011,185000,U$S,5028,Jesús María,https://auto.mercadolibre.com.ar/MLA-915834266-renault-fluence-2011-20-privilege-mt-_JM#position=8&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.161947150013976,Renault,Fluence
Toyota Corolla 1.8 Xei Cvt 140cv,2017,61000,U$S,13294,Villa Carlos Paz,https://auto.mercadolibre.com.ar/MLA-926627663-toyota-corolla-18-xei-cvt-140cv-2017-_JM#position=9&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.4872554363240416,Toyota,Corolla
Toyota Corolla 1.8 Xei Mt Pack 140cv,2015,93000,U$S,9768,Córdoba,https://auto.mercadolibre.com.ar/MLA-925502971-toyota-corolla-18-xei-mt-pack-140cv-2015-_JM#position=10&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.2181272181272185,Toyota,Corolla
Renault Clio Confort Plus 5 Puertas,2014,142000,U$S,3988,Cerro de las Rosas - Córdoba,https://auto.mercadolibre.com.ar/MLA-925374561-renault-clio-mio-confort-plus-_JM#position=11&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,3.5564439798268044,Renault,Clio
Renault Logan 1.6 Expression 85cv Nac,2017,85000,U$S,7514,Colón,https://auto.mercadolibre.com.ar/MLA-924659823-renault-logan-16-expression-85cv-nac-2017-_JM#position=12&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,3.158026585667538,Renault,Logan
Mercedes-benz Clase C 1.8 C250 Coupe Sport B.efficiency At,2013,113000,U$S,24500,Argüello - Córdoba,https://auto.mercadolibre.com.ar/MLA-920988989-mercedes-benz-coupe-c-250-ano-2013-_JM#position=13&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,0.727108542532057,Mercedes-benz,Clase
Volkswagen Bora 2.0 Trendline,2008,180000,U$S,4219,Córdoba,https://auto.mercadolibre.com.ar/MLA-917090594-volkswagen-bora-20-trendline-2008-_JM#position=14&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.644123146611888,Volkswagen,Bora
Renault R12 Tl Tl,2021,88600,U$S,2716,Residencial Vélez Sársfield - Córdoba,https://auto.mercadolibre.com.ar/MLA-924235638-renault-12-tl-_JM#position=15&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,8.39852126184769,Renault,R12
Audi A4 Sedan,2015,105000,U$S,15317,Morteros - San Justo,https://auto.mercadolibre.com.ar/MLA-922030190-audi-a4-tfsi-18t-_JM#position=16&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,1.252887392470862,Audi,A4
Fiat 1600 Sedan,1996,111111,U$S,1416,Quebrada de las Rosas - Córdoba,https://auto.mercadolibre.com.ar/MLA-922498868-fiat-1600-_JM#position=17&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,12.686453364419465,Fiat,1600
Renault Megane Classic,2004,200000,U$S,2485,Urca - Córdoba,https://auto.mercadolibre.com.ar/MLA-919232392-renault-megane-19-tdi-_JM#position=18&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,4.0321931589537225,Renault,Megane
Renault Logan 1.6 Privilége Plus 105cv Nac,2018,4600,U$S,8092,Colón - Córdoba,https://auto.mercadolibre.com.ar/MLA-926603179-nuevo-renault-logan-privilege-16-16v-_JM#position=19&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,54.213501257280406,Renault,Logan
Chevrolet Cruze 1.8 Lt Mt,2018,35000,U$S,12138,Alberdi - Córdoba,https://auto.mercadolibre.com.ar/MLA-926234742-chevrolet-cruze-lt-2018-_JM#position=20&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,4.75013534825695,Chevrolet,Cruze
Chevrolet Corsa Easytronic,2008,168000,U$S,3612,Córdoba,https://auto.mercadolibre.com.ar/MLA-924243960-chevrolet-corsa-2-18l-easytronic-automatico-gnc-5ta-_JM#position=21&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,3.3090755682117807,Chevrolet,Corsa
Ford Focus Trend Plus 2.0,2012,160843,U$S,4826,Calamuchita,https://auto.mercadolibre.com.ar/MLA-924116836-ford-focus-trend-plus-20-_JM#position=22&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.5920208698183567,Ford,Focus
Chevrolet Classic 1.4 Lt Pack,2011,134000,U$S,3410,Tercero Arriba,https://auto.mercadolibre.com.ar/MLA-922337850-chevrolet-classic-14-lt-pack-2011-_JM#position=23&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,4.401015450606207,Chevrolet,Classic
Chevrolet Classic 1.4 Lt Pack,2013,110000,U$S,3930,Córdoba,https://auto.mercadolibre.com.ar/MLA-921641915-chevrolet-classic-14-lt-pack-2013-_JM#position=24&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,4.65648854961832,Chevrolet,Classic
Toyota Corolla 1.8 Se-g At 136cv,2013,103400,U$S,8554,Tercero Arriba,https://auto.mercadolibre.com.ar/MLA-920726236-toyota-corolla-2013-18-se-g-at-136cv-_JM#position=25&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.2759042677557844,Toyota,Corolla
Toyota Corolla 1.8 Xei,2019,19000,U$S,15028,Ayacucho - Córdoba,https://auto.mercadolibre.com.ar/MLA-920682144-toyota-corolla-xei-_JM#position=26&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,7.071011305212726,Toyota,Corolla
Mercedes-benz Clase C 1.8 C200 Kompressor Avantgarde Plus,2009,150000,U$S,13000,General Deheza,https://auto.mercadolibre.com.ar/MLA-919496040-mercedes-benz-c200-_JM#position=27&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,1.0302564102564102,Mercedes-benz,Clase
Volkswagen Polo 1.9 Sd,2006,268000,U$S,2832,Centro Cívico - San Francisco,https://auto.mercadolibre.com.ar/MLA-915130348-volkswagen-polo-19-sd-_JM#position=28&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.643034825870647,Volkswagen,Polo
Peugeot 405 1.8 Silage,1999,255000,U$S,2369,Oncativo - Río Segundo,https://auto.mercadolibre.com.ar/MLA-923138511-peugeot-405-18-sillage-1999-_JM#position=29&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,3.309082180782824,Peugeot,405
Toyota Corolla 1.8 Se-g At,2010,128500,U$S,6936,Córdoba,https://auto.mercadolibre.com.ar/MLA-926744897-toyota-corolla-2010-18-se-g-at-_JM#position=30&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,2.2551936773793977,Toyota,Corolla
Chevrolet Cruze 1.8 Lt Mt 4 P,2016,40000,U$S,9248,Empalme - Córdoba,https://auto.mercadolibre.com.ar/MLA-926674964-chevrolet-cruze-_JM#position=31&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,5.449826989619377,Chevrolet,Cruze
Chevrolet Astra 2.0 Gls,2010,157000,U$S,3468,Residencial San Carlos - Córdoba,https://auto.mercadolibre.com.ar/MLA-918850039-chebrolet-astra-_JM#position=32&search_layout=grid&type=item&tracking_id=e9713081-c0ec-4cd3-9fb9-f90cb4c1df63,3.6916227712516254,Chevrolet,Astra
