title,year,km,currency,price,location,link,ratio,brand,model
Chevrolet Corsa 1.4 Classic Gls,2010,409000,U$S,2312,Córdoba,https://auto.mercadolibre.com.ar/MLA-924036996-chevrolet-corsa-14-classic-gls-2010-_JM#position=44&search_layout=grid&type=item&tracking_id=d354db2e-be96-4e43-b404-b11d718b4ffe,2.125616534547085,Chevrolet,Corsa
Honda Civic 1.8 Exs Mt,2010,130000,U$S,6358,Córdoba,https://auto.mercadolibre.com.ar/MLA-923923576-honda-civic-18-exs-mt-2010-_JM#position=45&search_layout=grid&type=item&tracking_id=d354db2e-be96-4e43-b404-b11d718b4ffe,2.4318242311321896,Honda,Civic
Mercedes-benz 200 2.0,1988,480000,U$S,5000,Argüello - Córdoba,https://auto.mercadolibre.com.ar/MLA-923918109-mercedes-benz-200d-_JM#position=46&search_layout=grid&type=item&tracking_id=d354db2e-be96-4e43-b404-b11d718b4ffe,0.8283333333333334,Mercedes-benz,200
Volkswagen Santana 2.0 Comfortline,2003,290000,U$S,1965,Colón,https://auto.mercadolibre.com.ar/MLA-923872823-volkswagen-santana-_JM#position=47&search_layout=grid&type=item&tracking_id=d354db2e-be96-4e43-b404-b11d718b4ffe,3.514960077213302,Volkswagen,Santana
Honda Civic 1.8 Lxs At,2010,163000,U$S,5606,Córdoba,https://auto.mercadolibre.com.ar/MLA-923815941-honda-civic-18-lxs-at-2010-_JM#position=48&search_layout=grid&type=item&tracking_id=d354db2e-be96-4e43-b404-b11d718b4ffe,2.1996589981374033,Honda,Civic
Toyota Corolla 1.8 Xli,2018,51000,U$S,11560,Córdoba,https://auto.mercadolibre.com.ar/MLA-923498425-toyota-corolla-2018-18-xli-_JM#position=1&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.4228916480086844,Toyota,Corolla
Toyota Corolla 1.8 Xei Mt 140cv,2016,45000,U$S,10115,Jesús María,https://auto.mercadolibre.com.ar/MLA-923450687-toyota-corolla-18-xei-mt-140cv-2016-_JM#position=2&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,4.429065743944637,Toyota,Corolla
Chevrolet Cruze 1.8 Ltz At 4 P,2011,122000,U$S,5982,Huerta Grande - Punilla,https://auto.mercadolibre.com.ar/MLA-923403377-chevrolet-cruze-18-2011-gnc-_JM#position=3&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.755534362650794,Chevrolet,Cruze
Volkswagen Vento 2.5 Luxury 170cv Tiptronic,2011,98000,U$S,9190,Villa María,https://auto.mercadolibre.com.ar/MLA-923248384-volkswagen-vento-25-luxury-170cv-tiptronic-2011-_JM#position=4&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.232906220159446,Volkswagen,Vento
Peugeot 408 2.0 Allure 143cv,2012,120000,U$S,5491,Alto Alberdi - Córdoba,https://auto.mercadolibre.com.ar/MLA-923014223-peugeot-408-20-allure-particular-recibo-menor-financio-_JM#position=5&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.053481454501305,Peugeot,408
Volkswagen Vento 2.0 Sportline Tsi 200cv,2013,100000,U$S,10693,Córdoba,https://auto.mercadolibre.com.ar/MLA-922816401-volkswagen-vento-20-sportline-tsi-200cv-2013-_JM#position=6&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,1.8825399794257924,Volkswagen,Vento
Toyota Corolla 1.8 Xei Cvt 140cv,2017,72000,U$S,12138,Alta Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-922695344-corolla-18-xei-cvt-l17-_JM#position=7&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.3079493235202575,Toyota,Corolla
Honda Civic 1.8 Lxs Mt 140cv,2015,85000,U$S,8959,Córdoba,https://auto.mercadolibre.com.ar/MLA-922484852-honda-civic-18-lxs-mt-140cv-2015-_JM#position=8&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.6460411154081007,Honda,Civic
Citroën C4 Lounge 1.6 Tendance At6 Thp,2014,43000,U$S,9132,Córdoba,https://auto.mercadolibre.com.ar/MLA-922326760-citron-c4-lounge-2014-16-tendance-at6-thp-_JM#position=9&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,5.128910348480681,Citroën,C4
Chevrolet Cruze Ii 1.4 Sedan Ltz Plus,2017,57000,U$S,11445,Colón,https://auto.mercadolibre.com.ar/MLA-922239649-chevrolet-cruze-ltz-manual-2017-_JM#position=10&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.0918274278969595,Chevrolet,Cruze
Citroën C4 2.0 Sedan Exclusive,2010,152000,U$S,3757,Córdoba,https://auto.mercadolibre.com.ar/MLA-922134662-citron-c4-20-sedan-exclusive-2010-_JM#position=11&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.519745597691327,Citroën,C4
Volkswagen Vento 2.5 Advance Plus 170cv,2015,170000,U$S,10000,Córdoba,https://auto.mercadolibre.com.ar/MLA-921905980-volkswagen-vento-25-advance-plus-170cv-2015-_JM#position=12&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,1.1852941176470588,Volkswagen,Vento
Toyota Corolla 1.8 Xei Cvt 140cv,2019,27000,U$S,14161,Córdoba,https://auto.mercadolibre.com.ar/MLA-921541259-toyota-corolla-18-xei-cvt-140cv-2019-_JM#position=13&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,5.2805435899850135,Toyota,Corolla
Volvo S40 2.5 T5 At,2006,160000,U$S,5491,Córdoba,https://auto.mercadolibre.com.ar/MLA-921522535-volvo-s40-25-t5-at-2006-_JM#position=14&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.28328173374613,Volvo,S40
Renault Mégane Ii 1.5 Dci Confort,2008,250000,U$S,2658,Santa Rita - Villa Carlos Paz,https://auto.mercadolibre.com.ar/MLA-921515867-renault-megane-2-_JM#position=15&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.021820917983446,Renault,Mégane
Volkswagen Bora 1.9 Trendline I 100cv,2009,160000,U$S,5722,Río Cuarto,https://auto.mercadolibre.com.ar/MLA-921284768-volkswagen-bora-19-trendline-i-100cv-2009-_JM#position=16&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.1943813351974835,Volkswagen,Bora
Toyota Corolla 1.8 Se-g Cvt 140cv,2016,54000,U$S,12427,Córdoba,https://auto.mercadolibre.com.ar/MLA-921041536-toyota-corolla-2016-18-se-g-cvt-140cv-_JM#position=17&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.0042112604275637,Toyota,Corolla
Chevrolet Sonic 1.6 Ltz At Mx 4 P,2014,120000,U$S,5491,Villa Carlos Paz,https://auto.mercadolibre.com.ar/MLA-921025460-chevrolet-sonic-ltz-2014-con-gnc-_JM#position=18&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.0565167243367934,Chevrolet,Sonic
Volkswagen Bora 1.9 I Trendline,2007,1,U$S,4335,Córdoba,https://auto.mercadolibre.com.ar/MLA-920952429-volkswagen-bora-19-i-trendline-2007-_JM#position=19&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,462975.77854671277,Volkswagen,Bora
Toyota Corolla 1.8 Xei At Pack 136cv,2013,124500,U$S,7225,Córdoba,https://auto.mercadolibre.com.ar/MLA-920900057-toyota-corolla-18-xei-at-pack-136cv-2013-_JM#position=20&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.2378788510443157,Toyota,Corolla
Peugeot 301 1.6 Hdi Allure,2017,71000,U$S,8092,Córdoba,https://auto.mercadolibre.com.ar/MLA-920866543-peugeot-301-16-hdi-allure-2017-_JM#position=21&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.5106834780308147,Peugeot,301
Honda Civic 2.0 Ex-l 2017,2018,94000,U$S,17919,Villa Carlos Paz,https://auto.mercadolibre.com.ar/MLA-920795058-honda-civic-2018-20-ex-l-2017-_JM#position=22&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,1.1980626768448561,Honda,Civic
Toyota Corolla 1.8 Se-g Cvt 140cv,2019,17000,U$S,17283,Santa Rosa de Calamuchita,https://auto.mercadolibre.com.ar/MLA-920702575-toyota-corolla-2019-18-se-g-cvt-140cv-_JM#position=23&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,6.871764501669441,Toyota,Corolla
Peugeot 207 1.9 Sedan Xs,2010,118000,U$S,3670,Altos de la Calera - La Calera,https://auto.mercadolibre.com.ar/MLA-920658238-peugeot-207-compac-sedan-con-baul-_JM#position=24&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,4.641389183946797,Peugeot,207
Volkswagen Bora 2.0 Trendline 115cv,2013,73000,U$S,6358,Córdoba,https://auto.mercadolibre.com.ar/MLA-920628833-volkswagen-bora-20-trendline-115cv-2013-_JM#position=25&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,4.3371095416409915,Volkswagen,Bora
Fiat Cronos 1.3 Gse Drive Pack Conectividad,2021,1000,U$S,9537,General Paz - Córdoba,https://auto.mercadolibre.com.ar/MLA-920363446-fiat-cronos-13-gse-drive-pack-conectividad-_JM#position=26&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,211.911502568942,Fiat,Cronos
Chevrolet Corsa 1.7 Dti Cd,2008,80000,U$S,2196,Totoral,https://auto.mercadolibre.com.ar/MLA-920362012-chevrolet-corsa-2008-17-dti-cd-_JM#position=27&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,11.429872495446267,Chevrolet,Corsa
Peugeot 207 1.4 Sedan Allure 75cv,2013,99100,U$S,3757,Córdoba,https://auto.mercadolibre.com.ar/MLA-920208966-peugeot-207-2013-14-sedan-allure-75cv-_JM#position=28&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,5.406658327932495,Peugeot,207
Chevrolet Astra 2.0 Gl,2010,227000,U$S,3468,Córdoba,https://auto.mercadolibre.com.ar/MLA-920008323-chevrolet-astra-20-gl-2010-_JM#position=29&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.5532368946542077,Chevrolet,Astra
Ford Fiesta Kinetic Design 1.6 Sedan S 120cv,2013,100900,U$S,5086,Córdoba,https://auto.mercadolibre.com.ar/MLA-919451810-ford-fiesta-kinetic-design-16-sedan-s-120cv-2013-_JM#position=30&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.922620130972253,Ford,Fiesta
Ford Fiesta Max 1.6 Ambiente,2004,153000,U$S,2601,Córdoba,https://auto.mercadolibre.com.ar/MLA-919428562-ford-fiesta-max-16-ambiente-2004-_JM#position=31&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,5.035770555819405,Ford,Fiesta
Renault R19 1.6 Rni,1994,100000,U$S,3757,Córdoba,https://auto.mercadolibre.com.ar/MLA-919423969-renault-r19-1994-16-rni-_JM#position=32&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,5.307426137875964,Renault,R19
Honda Accord 2.3 Exr,1999,188000,U$S,3468,Córdoba,https://auto.mercadolibre.com.ar/MLA-919300693-honda-accord-23-mod99-_JM#position=33&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.0660261601511696,Honda,Accord
Ford Focus Iii 1.6 Sedan S,2019,25000,U$S,11849,General Deheza,https://auto.mercadolibre.com.ar/MLA-919294751-ford-focus-iii-s-_JM#position=34&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,6.815765043463583,Ford,Focus
Volkswagen Vento 2.5 Luxury 170cv Tiptronic,2012,157000,U$S,7514,Córdoba,https://auto.mercadolibre.com.ar/MLA-919073483-volwagen-vento-_JM#position=35&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,1.7055212435725076,Volkswagen,Vento
Volkswagen Bora 2.0 Trendline,2006,128000,U$S,4161,Unión,https://auto.mercadolibre.com.ar/MLA-918850157-volkswagen-bora-20-trendline-2006-_JM#position=36&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.766372266282144,Volkswagen,Bora
Volkswagen Bora 2.0 Trendline At,2006,265714,U$S,3468,Salsipuedes - Colón,https://auto.mercadolibre.com.ar/MLA-927100714-volkswagen-bora-20-_JM#position=37&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.1768946030281415,Volkswagen,Bora
Honda Civic 2.0 Si Mt,2008,157000,U$S,10115,Córdoba,https://auto.mercadolibre.com.ar/MLA-926428757-honda-civic-20-si-mt-2008-_JM#position=38&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,1.2644398336329663,Honda,Civic
Ford Focus Iii 2.0 Sedan Se Plus Mt,2016,91000,U$S,9248,Nueva Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-926536045-ford-focus-se-plus-_JM#position=39&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.3955283470854405,Ford,Focus
Toyota Corolla 1.8 Xei Mt 140cv,2014,83000,U$S,8670,Cofico - Córdoba,https://auto.mercadolibre.com.ar/MLA-925353883-toyota-corolla-_JM#position=40&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.7987382054168233,Toyota,Corolla
Volkswagen Vento 2.5 Luxury 170cv,2011,110000,U$S,8381,Córdoba,https://auto.mercadolibre.com.ar/MLA-925311766-volkswagen-vento-25-luxury-170cv-2011-_JM#position=41&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.1813409118026703,Volkswagen,Vento
Ford Mondeo 2.5 Titanium M6,2008,135000,U$S,5606,Córdoba,https://auto.mercadolibre.com.ar/MLA-924007174-ford-mondeo-25-titanium-m6-2008-_JM#position=42&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.653241896909396,Ford,Mondeo
Chevrolet Prisma 1.4 Lt 98cv,2014,103000,U$S,5028,Córdoba,https://auto.mercadolibre.com.ar/MLA-925768700-chevrolet-prisma-14-lt-_JM#position=43&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,3.8889017617844925,Chevrolet,Prisma
Peugeot 207 1.9 Sedan Xs,2010,123000,U$S,3988,Córdoba,https://auto.mercadolibre.com.ar/MLA-921903498-peugeot-207-19-sedan-xs-2010-_JM#position=44&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,4.097658830148983,Peugeot,207
Audi A4 2.0 Ambition Tfsi 225cv Multitronic,2015,57000,U$S,17919,Cinco Lomas - Córdoba,https://auto.mercadolibre.com.ar/MLA-921784165-audi-a-4-20-ambition-tfsi-225-cv-multitronic-_JM#position=45&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,1.9728152906402399,Audi,A4
Ford Focus Iii 2.0 Sedan Se Plus Mt,2014,145000,U$S,7803,Córdoba,https://auto.mercadolibre.com.ar/MLA-920947774-ford-focus-iii-20-sedan-se-plus-mt-2014-_JM#position=46&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,1.780040391184646,Ford,Focus
Honda Civic 1.8 Exs At,2011,135000,U$S,6358,Centro - Villa María,https://auto.mercadolibre.com.ar/MLA-920712236-honda-civic-18-exs-at-2011-_JM#position=47&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.3429217200843495,Honda,Civic
Ford Focus Ii 1.8 Exe Sedan Tdci Ghia,2009,145000,U$S,4913,Marcos Juárez - Marcos Juárez,https://auto.mercadolibre.com.ar/MLA-920635426-ford-focus-impecable-_JM#position=48&search_layout=grid&type=item&tracking_id=373e8495-5b58-4e82-b371-192a8b5bfe48,2.8201042975357424,Ford,Focus
Audi A3 1.4 Sedan Tfsi Stronic 122cv,2016,72000,U$S,21500,Calamuchita,https://auto.mercadolibre.com.ar/MLA-926595467-audi-a3-14-sedan-tfsi-stronic-122cv-2016-_JM#position=1&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.3023255813953487,Audi,A3
Chevrolet Classic 1.4 Ls Abs Airbag,2015,55000,U$S,4508,Córdoba,https://auto.mercadolibre.com.ar/MLA-925783798-chevrolet-classic-14-ls-abs-airbag-2015-_JM#position=2&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,8.126966201500364,Chevrolet,Classic
Ford Mondeo 2.0 Ghia At,1997,200000,U$S,8670,Minas,https://auto.mercadolibre.com.ar/MLA-922505819-ford-mondeo-1997-20-ghia-automatico-_JM#position=3&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.151672433679354,Ford,Mondeo
Bmw Serie 3 3.0 330i Executive Steptro.,2007,115000,U$S,12000,Centro - La Calera,https://auto.mercadolibre.com.ar/MLA-926682468-bmw-serie-3-30-330i-executive-steptronic-_JM#position=4&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.4543478260869565,Bmw,Serie
Toyota Corolla 1.8 Xei Pack,2018,11820,U$S,13872,Córdoba,https://auto.mercadolibre.com.ar/MLA-921932403-toyota-corolla-18-xei-pack-2018-_JM#position=5&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,12.307351526257959,Toyota,Corolla
Nissan Sentra 2.0 N Tekna Cvt,2013,199000,U$S,4508,General Deheza,https://auto.mercadolibre.com.ar/MLA-920011088-nissan-sentra-20-n-tekna-cvt-2013-_JM#position=6&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,2.243917011856086,Nissan,Sentra
Citroën C4 Lounge 1.6 Tendence Hdi 115cv,2014,99700,U$S,7514,Córdoba,https://auto.mercadolibre.com.ar/MLA-927229792-citron-c4-lounge-2014-16-tendence-hdi-115cv-_JM#position=7&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,2.6883952362811083,Citroën,C4
Volkswagen Voyage 1.6 Comfortline Plus 101cv,2011,200000,U$S,3236,Córdoba,https://auto.mercadolibre.com.ar/MLA-926533252-volkswagen-voyage-16-comfortline-plus-101cv-2011-_JM#position=8&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,3.107231149567367,Volkswagen,Voyage
Peugeot 408 2.0 Feline 143cv,2012,133000,U$S,6358,Córdoba,https://auto.mercadolibre.com.ar/MLA-921466151-peugeot-408-20-feline-143cv-2012-_JM#position=9&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,2.3793361983127053,Peugeot,408
Toyota Corolla 1.8 Xei At Pack 136cv,2013,102000,U$S,7514,Villa Carlos Paz,https://auto.mercadolibre.com.ar/MLA-922296665-toyota-corolla-18-xei-at-pack-136cv-2013-_JM#position=10&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,2.626469805382893,Toyota,Corolla
Ford Mondeo 2.5 Ghia V6 L/2005 At,2006,174000,U$S,4046,Alto Alberdi - Córdoba,https://auto.mercadolibre.com.ar/MLA-925934748-ford-mondeo-25-ghia-v6-l2005-at-_JM#position=11&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,2.8494156283202936,Ford,Mondeo
Toyota Corolla 1.8 Se-g Cvt 140cv,2018,70000,U$S,18900,Nueva Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-925679823-toyota-corolla-2018-18-se-g-cvt-140cv-_JM#position=12&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.5253212396069538,Toyota,Corolla
Peugeot 306 1.9 Sld,1997,350000,U$S,1329,Bialet Massé,https://auto.mercadolibre.com.ar/MLA-927312234-peugeot-306-19-sld-1997-_JM#position=13&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,4.293238740191336,Peugeot,306
Chevrolet Astra 2.0 Gls,2011,169000,U$S,3872,Unión,https://auto.mercadolibre.com.ar/MLA-927308727-chevrolet-astra-20-gls-2011-_JM#position=14&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,3.0731942882292533,Chevrolet,Astra
Volkswagen Vento 2.0 Sportline Tsi 200cv Bi-xenon Dsg,2014,140000,U$S,12716,Unión,https://auto.mercadolibre.com.ar/MLA-927243306-vw-vento-20-tsi-sportline-aut-dsg-2014-_JM#position=15&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.1313081382285535,Volkswagen,Vento
Bmw Serie 3 2.0 320d Active,2004,190000,U$S,5780,Córdoba,https://auto.mercadolibre.com.ar/MLA-927102652-bmw-serie-3-20-320d-active-2004-_JM#position=16&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.8248042250956111,Bmw,Serie
Peugeot 408 1.6 Feline Hdi 115cv,2017,39000,U$S,11445,Tercero Arriba,https://auto.mercadolibre.com.ar/MLA-926959738-peugeot-408-2017-16-feline-hdi-115cv-_JM#position=17&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,4.5188247023109405,Peugeot,408
Toyota Corolla 1.8 Xei Mt Pack 140cv,2015,110000,U$S,10520,Córdoba,https://auto.mercadolibre.com.ar/MLA-926868792-toyota-corolla-18-xei-mt-pack-140cv-2015-_JM#position=18&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.741272035948842,Toyota,Corolla
Honda Civic 2.0 Ex-l 2017,2017,92000,U$S,15895,Córdoba,https://auto.mercadolibre.com.ar/MLA-926860207-honda-civic-2017-20-ex-l-2017-_JM#position=19&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.3792961965069683,Honda,Civic
Chevrolet Prisma 1.4 Ls 92cv,2011,95000,U$S,3757,Córdoba,https://auto.mercadolibre.com.ar/MLA-926851637-chevrolet-prisma-14-ls-92cv-2011-_JM#position=20&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,5.634394743846574,Chevrolet,Prisma
Ford Mondeo 2.0 Se Ecoboost At 240cv,2015,35000,U$S,13872,Córdoba,https://auto.mercadolibre.com.ar/MLA-926811547-ford-mondeo-20-se-ecoboost-at-240cv-2015-_JM#position=21&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,4.15018948755973,Ford,Mondeo
Volkswagen Vento 2.5 Luxury 170cv,2012,155000,U$S,8670,Córdoba,https://auto.mercadolibre.com.ar/MLA-926744770-volkswagen-vento-25-luxury-170cv-2012-_JM#position=22&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.4971909067232205,Volkswagen,Vento
Peugeot 207 1.6 Sedan Xt Tiptronic,2009,94000,U$S,4335,Cerro de las Rosas - Córdoba,https://auto.mercadolibre.com.ar/MLA-926723386-peugeot-207-16-sedan-xt-tiptronic-_JM#position=23&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,4.930182335762841,Peugeot,207
Volkswagen Vento 1.4 Comfortline 150cv At,2018,44500,U$S,16763,Córdoba,https://auto.mercadolibre.com.ar/MLA-926526060-volkswagen-vento-2018-14-comfortline-150cv-at-_JM#position=24&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,2.7052624593892247,Volkswagen,Vento
Chevrolet Corsa 1.6 Classic,2009,123000,U$S,2832,Colón,https://auto.mercadolibre.com.ar/MLA-926475745-chevrolet-corsa-16-classic-2009-_JM#position=25&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,5.767419962335217,Chevrolet,Corsa
Fiat Cronos 1.8 16v Precision At6,2021,1000,U$S,13757,Centro - Villa General Belgrano,https://auto.mercadolibre.com.ar/MLA-926461261-fiat-cronos-precision-18-at6-0-km-2021-_JM#position=26&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,146.90702914879697,Fiat,Cronos
Renault Logan 1.6 Authentique Plus 85cv,2014,140000,U$S,4913,Cruz del Eje,https://auto.mercadolibre.com.ar/MLA-926370748-renault-logan-16-authentique-plus-85cv-2014-_JM#position=27&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,2.928091651885668,Renault,Logan
Bmw Serie 3 2.0 320i Sedan 184cv,2014,65000,U$S,20231,Villa María,https://auto.mercadolibre.com.ar/MLA-925703508-bmw-serie-3-20-320i-sedan-184cv-2014-_JM#position=28&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.5315414653064794,Bmw,Serie
Volkswagen Virtus 1.6 Msi Trendline At,2020,7600,U$S,10982,Córdoba,https://auto.mercadolibre.com.ar/MLA-925655820-volkswagen-virtus-16-msi-trendline-at-2020-_JM#position=29&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,24.202283161920462,Volkswagen,Virtus
Fiat Siena 1.4 El Pack Attractive,2013,111111,U$S,3468,Río Ceballos,https://auto.mercadolibre.com.ar/MLA-925652521-liquido-fiat-siena-2013-cgnc-motor-nuevo-nada-para-hacerle-_JM#position=30&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,5.224053666960241,Fiat,Siena
Peugeot 408 2.0 Allure Plus 143cv,2013,170000,U$S,6069,Tercero Arriba,https://auto.mercadolibre.com.ar/MLA-925630037-peugeot-408-20-allure-plus-143cv-2013-_JM#position=31&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.9510918554272922,Peugeot,408
Volkswagen Polo Classic 1.6 Mi,2000,80000,U$S,2543,Córdoba,https://auto.mercadolibre.com.ar/MLA-925628212-volkswagen-polo-classic-16-mi-2000-_JM#position=32&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,9.830908375933937,Volkswagen,Polo
Peugeot 408 2.0 Allure Nav 143cv,2013,154000,U$S,6647,Córdoba,https://auto.mercadolibre.com.ar/MLA-925611020-peugeot-408-20-allure-nav-143cv-2013-_JM#position=33&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,1.966515506458338,Peugeot,408
Renault R21 2.2 Txe,1989,145000,U$S,2601,Río Cuarto,https://auto.mercadolibre.com.ar/MLA-925516503-renault-r21-22-txe-1989-_JM#position=34&search_layout=grid&type=item&tracking_id=6494dc4c-95c4-4e49-8031-71d53ab53f4a,5.273833671399594,Renault,R21
